ID	Gene Name	Species	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
Pcbp2	poly(rC) binding protein 2(Pcbp2)	Mus musculus	NA	NA	GO:0002376~immune system process,GO:0039694~viral RNA genome replication,GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process,GO:0045087~innate immune response,GO:0050687~negative regulation of defense response to virus,GO:0051607~defense response to virus,GO:0075522~IRES-dependent viral translational initiation,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005925~focal adhesion,GO:0016020~membrane,GO:0030529~intracellular ribonucleoprotein complex,GO:0070062~extracellular exosome,	GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0003723~RNA binding,GO:0005515~protein binding,GO:0019899~enzyme binding,GO:0031625~ubiquitin protein ligase binding,GO:0044822~poly(A) RNA binding,GO:1990829~C-rich single-stranded DNA binding,	IPR004087:K Homology domain,IPR004088:K Homology domain, type 1,	NA	NA	SM00322:KH,	Alternative splicing,Antiviral defense,Complete proteome,Cytoplasm,Direct protein sequencing,DNA-binding,Immunity,Innate immunity,Nucleus,Phosphoprotein,Reference proteome,Repeat,Ribonucleoprotein,RNA-binding,	chain:Poly(rC)-binding protein 2,domain:KH 1,domain:KH 2,domain:KH 3,modified residue,splice variant,
Pcbp4	poly(rC) binding protein 4(Pcbp4)	Mus musculus	NA	NA	GO:0043488~regulation of mRNA stability,GO:0048025~negative regulation of mRNA splicing, via spliceosome,GO:1902163~negative regulation of DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator,	GO:0005737~cytoplasm,GO:0030529~intracellular ribonucleoprotein complex,	GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0003723~RNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0044822~poly(A) RNA binding,	IPR004087:K Homology domain,IPR004088:K Homology domain, type 1,	NA	NA	SM00322:KH,	Complete proteome,Cytoplasm,DNA-binding,Proteomics identification,Reference proteome,Repeat,Ribonucleoprotein,RNA-binding,	chain:Poly(rC)-binding protein 4,domain:KH 1,domain:KH 2,domain:KH 3,sequence conflict,
Puf60	poly-U binding splicing factor 60(Puf60)	Mus musculus	NA	NA	GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0006397~mRNA processing,GO:0006915~apoptotic process,GO:0008380~RNA splicing,GO:0098609~cell-cell adhesion,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005913~cell-cell adherens junction,GO:0019907~cyclin-dependent protein kinase activating kinase holoenzyme complex,GO:0030054~cell junction,GO:0030529~intracellular ribonucleoprotein complex,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0003723~RNA binding,GO:0042802~identical protein binding,GO:0044822~poly(A) RNA binding,GO:0098641~cadherin binding involved in cell-cell adhesion,	IPR000504:RNA recognition motif domain,IPR003954:RNA recognition motif domain, eukaryote,IPR006532:Poly-U binding splicing factor, half-pint,IPR012677:Nucleotide-binding, alpha-beta plait,	mmu03040:Spliceosome,	NA	SM00360:RRM,SM00361:RRM_1,	Acetylation,Alternative splicing,Apoptosis,Complete proteome,DNA-binding,Isopeptide bond,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Reference proteome,Repeat,Repressor,Ribonucleoprotein,RNA-binding,Transcription,Transcription regulation,Ubl conjugation,	chain:Poly(U)-binding-splicing factor PUF60,compositionally biased region:Ala-rich,domain:RRM 1,domain:RRM 2,domain:RRM 3; atypical,modified residue,region of interest:Inhibits homodimerization,region of interest:Inhibits transcriptional repression, interaction with ERCC3 and apoptosis induction,sequence conflict,splice variant,
Ptbp1	polypyrimidine tract binding protein 1(Ptbp1)	Mus musculus	m_iresPathway:Internal Ribosome entry pathway,	NA	GO:0000381~regulation of alternative mRNA splicing, via spliceosome,GO:0000956~nuclear-transcribed mRNA catabolic process,GO:0006397~mRNA processing,GO:0008380~RNA splicing,GO:0010976~positive regulation of neuron projection development,GO:0032024~positive regulation of insulin secretion,GO:0033119~negative regulation of RNA splicing,GO:0045727~positive regulation of translation,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0048025~negative regulation of mRNA splicing, via spliceosome,GO:0051148~negative regulation of muscle cell differentiation,GO:0070935~3'-UTR-mediated mRNA stabilization,GO:0075522~IRES-dependent viral translational initiation,GO:1904411~positive regulation of secretory granule organization,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0016020~membrane,GO:0044306~neuron projection terminus,GO:0070062~extracellular exosome,	GO:0000014~single-stranded DNA endodeoxyribonuclease activity,GO:0000166~nucleotide binding,GO:0001069~regulatory region RNA binding,GO:0003676~nucleic acid binding,GO:0003697~single-stranded DNA binding,GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0005515~protein binding,GO:0036002~pre-mRNA binding,GO:0043565~sequence-specific DNA binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR006536:HnRNP-L/PTB/hephaestus splicing factor,IPR012677:Nucleotide-binding, alpha-beta plait,	NA	NA	SM00360:RRM,	Acetylation,Activator,Complete proteome,Direct protein sequencing,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Repressor,RNA-binding,	chain:Polypyrimidine tract-binding protein 1,compositionally biased region:Poly-Ala,domain:RRM 1,domain:RRM 2,domain:RRM 3,domain:RRM 4,modified residue,
Ptbp3	polypyrimidine tract binding protein 3(Ptbp3)	Mus musculus	NA	NA	GO:0006397~mRNA processing,GO:0008380~RNA splicing,GO:0016070~RNA metabolic process,GO:0030154~cell differentiation,GO:0033119~negative regulation of RNA splicing,GO:0043249~erythrocyte maturation,GO:0045595~regulation of cell differentiation,GO:0048025~negative regulation of mRNA splicing, via spliceosome,	GO:0005634~nucleus,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR006536:HnRNP-L/PTB/hephaestus splicing factor,IPR012677:Nucleotide-binding, alpha-beta plait,	NA	NA	SM00360:RRM,	Acetylation,Alternative splicing,Complete proteome,Differentiation,Erythrocyte maturation,mRNA processing,mRNA splicing,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Repressor,RNA-binding,	chain:Regulator of differentiation 1,domain:RRM 1,domain:RRM 2,domain:RRM 3,domain:RRM 4,modified residue,splice variant,
Prpf31	pre-mRNA processing factor 31(Prpf31)	Mus musculus	NA	NA	GO:0000244~spliceosomal tri-snRNP complex assembly,GO:0000398~mRNA splicing, via spliceosome,GO:0006397~mRNA processing,GO:0008380~RNA splicing,GO:0071166~ribonucleoprotein complex localization,	GO:0005634~nucleus,GO:0005681~spliceosomal complex,GO:0005687~U4 snRNP,GO:0005690~U4atac snRNP,GO:0015030~Cajal body,GO:0016607~nuclear speck,GO:0030529~intracellular ribonucleoprotein complex,GO:0046540~U4/U6 x U5 tri-snRNP complex,GO:0071011~precatalytic spliceosome,GO:0071339~MLL1 complex,GO:0097526~spliceosomal tri-snRNP complex,	GO:0003723~RNA binding,GO:0030621~U4 snRNA binding,GO:0030622~U4atac snRNA binding,GO:0043021~ribonucleoprotein complex binding,GO:0044822~poly(A) RNA binding,GO:0070990~snRNP binding,	IPR002687:Nop domain,IPR012976:NOSIC,IPR019175:Prp31 C-terminal,IPR027105:U4/U6 small nuclear ribonucleoprotein Prp31,	mmu03040:Spliceosome,	NA	SM00931:SM00931,	Acetylation,Alternative splicing,Coiled coil,Complete proteome,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Reference proteome,Ribonucleoprotein,RNA-binding,Spliceosome,	chain:U4/U6 small nuclear ribonucleoprotein Prp31,compositionally biased region:Poly-Glu,domain:Nop,modified residue,sequence conflict,site:Interaction with U4 snRNA,splice variant,
Prpf8	pre-mRNA processing factor 8(Prpf8)	Mus musculus	NA	RNA processing and modification,	GO:0000244~spliceosomal tri-snRNP complex assembly,GO:0000398~mRNA splicing, via spliceosome,GO:0006397~mRNA processing,GO:0008380~RNA splicing,GO:0071222~cellular response to lipopolysaccharide,GO:0071356~cellular response to tumor necrosis factor,	GO:0005634~nucleus,GO:0005681~spliceosomal complex,GO:0005682~U5 snRNP,GO:0016020~membrane,GO:0016607~nuclear speck,GO:0030529~intracellular ribonucleoprotein complex,GO:0030532~small nuclear ribonucleoprotein complex,GO:0071013~catalytic step 2 spliceosome,	GO:0000386~second spliceosomal transesterification activity,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0017070~U6 snRNA binding,GO:0030619~U1 snRNA binding,GO:0030620~U2 snRNA binding,GO:0030623~U5 snRNA binding,GO:0044822~poly(A) RNA binding,GO:0070530~K63-linked polyubiquitin binding,GO:0097157~pre-mRNA intronic binding,	IPR000555:JAB1/Mov34/MPN/PAD-1,IPR012337:Ribonuclease H-like domain,IPR012591:Pre-mRNA-processing-splicing factor 8,IPR012592:PROCN,IPR012984:PRO, C-terminal,IPR019580:Pre-mRNA-processing-splicing factor 8, U6-snRNA-binding,IPR019581:Pre-mRNA-processing-splicing factor 8, U5-snRNA-binding,IPR019582:RNA recognition motif, spliceosomal PrP8,IPR021983:PRP8 domain IV core,	mmu03040:Spliceosome,	NA	SM00232:JAB_MPN,	Acetylation,Complete proteome,Methylation,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Ribonucleoprotein,RNA-binding,Spliceosome,	chain:Pre-mRNA-processing-splicing factor 8,domain:MPN,modified residue,region of interest:Involved in interaction with pre-mRNA 5' splice site,region of interest:Required for interaction with EFTUD2 and SNRNP200,sequence conflict,
Pdcd4	programmed cell death 4(Pdcd4)	Mus musculus	NA	NA	GO:0006915~apoptotic process,GO:0007569~cell aging,GO:0034393~positive regulation of smooth muscle cell apoptotic process,GO:0043066~negative regulation of apoptotic process,GO:0043508~negative regulation of JUN kinase activity,GO:0045892~negative regulation of transcription, DNA-templated,GO:0051246~regulation of protein metabolic process,GO:1904761~negative regulation of myofibroblast differentiation,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0003723~RNA binding,GO:0005515~protein binding,	IPR003891:Initiation factor eIF-4 gamma, MA3,IPR016021:MIF4-like, type 1/2/3,IPR016024:Armadillo-type fold,	mmu05205:Proteoglycans in cancer,mmu05206:MicroRNAs in cancer,	NA	SM00544:MA3,	3D-structure,Acetylation,Apoptosis,Complete proteome,Cytoplasm,Nucleus,Phosphoprotein,Reference proteome,Repeat,RNA-binding,Tumor suppressor,Ubl conjugation,	chain:Programmed cell death protein 4,domain:MI 1,domain:MI 2,helix,modified residue,sequence conflict,short sequence motif:Nuclear localization signal,
Pa2g4	proliferation-associated 2G4(Pa2g4)	Mus musculus	NA	NA	GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0006364~rRNA processing,GO:0006417~regulation of translation,GO:0043066~negative regulation of apoptotic process,GO:0045597~positive regulation of cell differentiation,GO:0045892~negative regulation of transcription, DNA-templated,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0016020~membrane,GO:0030529~intracellular ribonucleoprotein complex,GO:0070062~extracellular exosome,	GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0003723~RNA binding,GO:0031625~ubiquitin protein ligase binding,GO:0044822~poly(A) RNA binding,	IPR000994:Peptidase M24, structural domain,IPR004545:Proliferation-associated protein 1,IPR011991:Winged helix-turn-helix DNA-binding domain,IPR018349:Peptidase M24A, methionine aminopeptidase, subfamily 2, binding site,	NA	NA	NA	3D-structure,Acetylation,Alternative splicing,Complete proteome,Cytoplasm,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repressor,Ribonucleoprotein,RNA-binding,rRNA processing,Transcription,Transcription regulation,Translation regulation,Ubl conjugation,	chain:Proliferation-associated protein 2G4,helix,modified residue,mutagenesis site,region of interest:Interaction with RNA,region of interest:Necessary for nucleolar localization,region of interest:RNA-binding,sequence conflict,strand,turn,
Prkra	protein kinase, interferon inducible double stranded RNA dependent activator(Prkra)	Mus musculus	NA	NA	GO:0006468~protein phosphorylation,GO:0008284~positive regulation of cell proliferation,GO:0030422~production of siRNA involved in RNA interference,GO:0031047~gene silencing by RNA,GO:0031054~pre-miRNA processing,GO:0034599~cellular response to oxidative stress,GO:0035196~production of miRNAs involved in gene silencing by miRNA,GO:0042473~outer ear morphogenesis,GO:0042474~middle ear morphogenesis,GO:0048705~skeletal system morphogenesis,GO:2001244~positive regulation of intrinsic apoptotic signaling pathway,	GO:0005622~intracellular,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0016020~membrane,GO:0048471~perinuclear region of cytoplasm,	GO:0003723~RNA binding,GO:0003725~double-stranded RNA binding,GO:0005515~protein binding,GO:0008047~enzyme activator activity,GO:0019899~enzyme binding,GO:0019901~protein kinase binding,GO:0042802~identical protein binding,GO:0042803~protein homodimerization activity,GO:0044822~poly(A) RNA binding,	IPR014720:Double-stranded RNA-binding-like domain,	NA	NA	SM00358:DSRM,	Complete proteome,Cytoplasm,Phosphoprotein,Reference proteome,Repeat,RNA-binding,RNA-mediated gene silencing,	chain:Interferon-inducible double stranded RNA- dependent protein kinase activator A,domain:DRBM 1,domain:DRBM 2,domain:DRBM 3,modified residue,region of interest:Sufficient for self-association and interaction with TARBP2,sequence conflict,
Ppp1r8	protein phosphatase 1, regulatory (inhibitor) subunit 8(Ppp1r8)	Mus musculus	NA	NA	GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0006397~mRNA processing,GO:0007275~multicellular organism development,GO:0008283~cell proliferation,GO:0008380~RNA splicing,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0016607~nuclear speck,	GO:0003677~DNA binding,GO:0003723~RNA binding,GO:0004864~protein phosphatase inhibitor activity,GO:0005515~protein binding,GO:0008599~protein phosphatase type 1 regulator activity,GO:0019888~protein phosphatase regulator activity,	IPR000253:Forkhead-associated (FHA) domain,IPR008984:SMAD/FHA domain,	NA	NA	SM00240:FHA,	3D-structure,Complete proteome,Developmental protein,DNA-binding,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Protein phosphatase inhibitor,Proteomics identification,Reference proteome,Repressor,RNA-binding,Spliceosome,Transcription,Transcription regulation,	chain:Nuclear inhibitor of protein phosphatase 1,compositionally biased region:Poly-Ala,compositionally biased region:Poly-Lys,domain:FHA,modified residue,region of interest:Interaction with CDC5L, SF3B1 and MELK,region of interest:Interaction with EED,region of interest:Involved in PP-1 binding,region of interest:Involved in PP-1 inhibition,region of interest:RNA-binding,short sequence motif:Nuclear localization signal 1,short sequence motif:Nuclear localization signal 2,strand,turn,
Qk	quaking(Qk)	Mus musculus	NA	NA	GO:0001570~vasculogenesis,GO:0006397~mRNA processing,GO:0006417~regulation of translation,GO:0006810~transport,GO:0007275~multicellular organism development,GO:0007286~spermatid development,GO:0008366~axon ensheathment,GO:0008380~RNA splicing,GO:0010628~positive regulation of gene expression,GO:0010667~negative regulation of cardiac muscle cell apoptotic process,GO:0010976~positive regulation of neuron projection development,GO:0030154~cell differentiation,GO:0042552~myelination,GO:0042692~muscle cell differentiation,GO:0042759~long-chain fatty acid biosynthetic process,GO:0048255~mRNA stabilization,GO:0048714~positive regulation of oligodendrocyte differentiation,GO:0051028~mRNA transport,GO:0061158~3'-UTR-mediated mRNA destabilization,	GO:0005634~nucleus,GO:0005737~cytoplasm,	GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0017124~SH3 domain binding,GO:0044822~poly(A) RNA binding,	IPR004087:K Homology domain,IPR004088:K Homology domain, type 1,	NA	NA	SM00322:KH,	3D-structure,Alternative splicing,Complete proteome,Cytoplasm,Developmental protein,Differentiation,Methylation,mRNA processing,mRNA splicing,mRNA transport,Nucleus,Phosphoprotein,Reference proteome,RNA-binding,SH3-binding,Translation regulation,Transport,	chain:Protein quaking,domain:KH,mutagenesis site,sequence conflict,short sequence motif:Nuclear localization signal,short sequence motif:SH3-binding,splice variant,
Rnps1	ribonucleic acid binding protein S1(Rnps1)	Mus musculus	NA	NA	GO:0000184~nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,GO:0000381~regulation of alternative mRNA splicing, via spliceosome,GO:0006397~mRNA processing,GO:0008380~RNA splicing,GO:0043065~positive regulation of apoptotic process,GO:0048025~negative regulation of mRNA splicing, via spliceosome,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0016607~nuclear speck,GO:0061574~ASAP complex,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0003723~RNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,	mmu03013:RNA transport,mmu03015:mRNA surveillance pathway,	NA	SM00360:RRM,	Acetylation,Alternative splicing,Complete proteome,Cytoplasm,DNA-binding,mRNA processing,mRNA splicing,Nonsense-mediated mRNA decay,Nucleus,Phosphoprotein,Reference proteome,RNA-binding,	chain:RNA-binding protein with serine-rich domain 1,compositionally biased region:Arg-rich,compositionally biased region:Arg/Pro-rich,compositionally biased region:Lys-rich,compositionally biased region:Ser-rich,domain:RRM,modified residue,region of interest:Necessary for interaction with PNN and exon-skipping,region of interest:Necessary for interaction with SRP54, nuclear localization and exon-skipping,region of interest:Necessary for interaction with the cleaved p110 isoform of CDC2L1,region of interest:Necessary for interaction with TRA2B, nuclear localization and exon-skipping,region of interest:Necessary for interactions with RENT2 and REN3B and RENT2-dependent NMD,splice variant,
Rpl12	ribosomal protein L12(Rpl12)	Mus musculus	NA	NA	GO:0000027~ribosomal large subunit assembly,GO:0006412~translation,	GO:0005634~nucleus,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005840~ribosome,GO:0005925~focal adhesion,GO:0016020~membrane,GO:0022625~cytosolic large ribosomal subunit,GO:0030529~intracellular ribonucleoprotein complex,GO:0031012~extracellular matrix,GO:0070062~extracellular exosome,	GO:0003723~RNA binding,GO:0003735~structural constituent of ribosome,GO:0005515~protein binding,GO:0019843~rRNA binding,GO:0044822~poly(A) RNA binding,GO:0070180~large ribosomal subunit rRNA binding,	IPR000911:Ribosomal protein L11,IPR020783:Ribosomal protein L11, C-terminal,IPR020784:Ribosomal protein L11, N-terminal,IPR020785:Ribosomal protein L11, conserved site,	mmu03010:Ribosome,	NA	SM00649:RL11,	3D-structure,Acetylation,Complete proteome,Phosphoprotein,Proteomics identification,Reference proteome,Ribonucleoprotein,Ribosomal protein,RNA-binding,	chain:60S ribosomal protein L12,helix,modified residue,sequence conflict,strand,turn,
Rpl22	ribosomal protein L22(Rpl22)	Mus musculus	NA	NA	GO:0002181~cytoplasmic translation,GO:0006412~translation,GO:0046632~alpha-beta T cell differentiation,	GO:0005622~intracellular,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005840~ribosome,GO:0005925~focal adhesion,GO:0022625~cytosolic large ribosomal subunit,GO:0030529~intracellular ribonucleoprotein complex,GO:0031012~extracellular matrix,GO:0070062~extracellular exosome,	GO:0003723~RNA binding,GO:0003735~structural constituent of ribosome,GO:0008201~heparin binding,GO:0044822~poly(A) RNA binding,	IPR002671:Ribosomal protein L22e,	mmu03010:Ribosome,	NA	NA	Complete proteome,Heparin-binding,Phosphoprotein,Reference proteome,Ribonucleoprotein,Ribosomal protein,RNA-binding,	chain:60S ribosomal protein L22,compositionally biased region:Asp/Glu-rich (highly acidic),
Rpl5	ribosomal protein L5(Rpl5)	Mus musculus	NA	NA	GO:0000027~ribosomal large subunit assembly,GO:0006364~rRNA processing,GO:0006412~translation,GO:0010922~positive regulation of phosphatase activity,GO:0042273~ribosomal large subunit biogenesis,GO:0071241~cellular response to inorganic substance,GO:1905017~positive regulation of isoleucine-tRNA ligase activity,GO:1905020~positive regulation of methionine-tRNA ligase activity,GO:1905023~positive regulation of threonine-tRNA ligase activity,	GO:0005622~intracellular,GO:0005634~nucleus,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005840~ribosome,GO:0005925~focal adhesion,GO:0016020~membrane,GO:0017101~aminoacyl-tRNA synthetase multienzyme complex,GO:0022625~cytosolic large ribosomal subunit,GO:0022626~cytosolic ribosome,GO:0030529~intracellular ribonucleoprotein complex,GO:0070062~extracellular exosome,	GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0003735~structural constituent of ribosome,GO:0005515~protein binding,GO:0008097~5S rRNA binding,GO:0019843~rRNA binding,GO:0044822~poly(A) RNA binding,	IPR005485:Ribosomal protein L5 eukaryotic/L18 archaeal,IPR025607:Ribosomal protein L5 eukaryotic/L18 archaeal, C-terminal,	mmu03010:Ribosome,	NA	NA	Acetylation,Complete proteome,Cytoplasm,Isopeptide bond,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Ribonucleoprotein,Ribosomal protein,RNA-binding,rRNA-binding,Ubl conjugation,	NA
Rpl7	ribosomal protein L7(Rpl7)	Mus musculus	NA	NA	GO:0000463~maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),GO:0002181~cytoplasmic translation,GO:0006364~rRNA processing,GO:0006412~translation,GO:0042273~ribosomal large subunit biogenesis,	GO:0005634~nucleus,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005840~ribosome,GO:0005844~polysome,GO:0005925~focal adhesion,GO:0016020~membrane,GO:0022625~cytosolic large ribosomal subunit,GO:0030529~intracellular ribonucleoprotein complex,GO:0031672~A band,GO:0070062~extracellular exosome,	GO:0003677~DNA binding,GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0003735~structural constituent of ribosome,GO:0008097~5S rRNA binding,GO:0042803~protein homodimerization activity,GO:0044822~poly(A) RNA binding,	IPR005998:Ribosomal protein L7, eukaryotic,IPR012988:Ribosomal protein L30, N-terminal,IPR016082:Ribosomal protein L30, ferredoxin-like fold domain,IPR018038:Ribosomal protein L30, conserved site,	mmu03010:Ribosome,	NA	NA	Acetylation,Complete proteome,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Ribonucleoprotein,Ribosomal protein,RNA-binding,	chain:60S ribosomal protein L7,modified residue,region of interest:6 X 12 AA tandem repeats,repeat:1,repeat:2,repeat:3,repeat:4,repeat:5,repeat:6,sequence conflict,
Rpl8	ribosomal protein L8(Rpl8)	Mus musculus	NA	NA	GO:0002181~cytoplasmic translation,GO:0006412~translation,	GO:0005622~intracellular,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005840~ribosome,GO:0005925~focal adhesion,GO:0015934~large ribosomal subunit,GO:0016020~membrane,GO:0022625~cytosolic large ribosomal subunit,GO:0030529~intracellular ribonucleoprotein complex,	GO:0003723~RNA binding,GO:0003735~structural constituent of ribosome,GO:0005515~protein binding,GO:0019843~rRNA binding,GO:0044822~poly(A) RNA binding,	IPR002171:Ribosomal protein L2,IPR008991:Translation protein SH3-like domain,IPR012340:Nucleic acid-binding, OB-fold,IPR014722:Ribosomal protein L2 domain 2,IPR014726:Ribosomal protein L2, domain 3,IPR022666:Ribosomal Proteins L2, RNA binding domain,IPR022669:Ribosomal protein L2, C-terminal,IPR022671:Ribosomal protein L2, conserved site,IPR023672:Ribosomal protein L2, archaeal-type,	mmu03010:Ribosome,	PIRSF002158:ribosomal protein, L2p/L2a/L8e/organellar L2 types,	SM01382:SM01382,SM01383:SM01383,	Complete proteome,Cytoplasm,Hydroxylation,Reference proteome,Ribonucleoprotein,Ribosomal protein,RNA-binding,rRNA-binding,	chain:60S ribosomal protein L8,modified residue,
Rps11	ribosomal protein S11(Rps11)	Mus musculus	NA	NA	GO:0001649~osteoblast differentiation,GO:0006412~translation,	GO:0005622~intracellular,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005840~ribosome,GO:0005925~focal adhesion,GO:0016020~membrane,GO:0022627~cytosolic small ribosomal subunit,GO:0030529~intracellular ribonucleoprotein complex,GO:0031012~extracellular matrix,GO:0070062~extracellular exosome,	GO:0003723~RNA binding,GO:0003735~structural constituent of ribosome,GO:0019843~rRNA binding,GO:0044822~poly(A) RNA binding,	IPR000266:Ribosomal protein S17,IPR012340:Nucleic acid-binding, OB-fold,IPR019979:Ribosomal protein S17, conserved site,	mmu03010:Ribosome,	NA	NA	Acetylation,Citrullination,Complete proteome,Lipoprotein,Methylation,Palmitate,Phosphoprotein,Proteomics identification,Reference proteome,Ribonucleoprotein,Ribosomal protein,RNA-binding,rRNA-binding,	chain:40S ribosomal protein S11,modified residue,
